SampleID,Decimal.Chronological.Age
206451050105_R01C01,35.42
206451050105_R02C01,45.07
206451050105_R03C01,42.07
206451050105_R04C01,46.21
206451050105_R05C01,60.34
206451050105_R06C01,54.82
206451050105_R07C01,76.58
206451050105_R08C01,80.15
206451050116_R01C01,52.54
206451050116_R02C01,50.34
206451050116_R03C01,69.23
206451050116_R04C01,51.84
206451050116_R05C01,53.36
206451050116_R06C01,60.56
206451050116_R07C01,55.87
206451050116_R08C01,85.47
206451050130_R01C01,55.11
206451050130_R02C01,73.69
206451050130_R03C01,31.5
206451050130_R04C01,47.4
206451050130_R05C01,26.54
206451050130_R06C01,77.52
206451050130_R07C01,43.76
206451050130_R08C01,75.38
206451050139_R01C01,44.23
206451050139_R02C01,62.53
206451050139_R04C01,35.41
206451050139_R05C01,41.4
206451050139_R06C01,31.11
206451050139_R07C01,30.38
206451050139_R08C01,27.43
206462450029_R01C01,50.59
206462450029_R02C01,42.62
206462450029_R03C01,55.23
206462450029_R04C01,63.66
206462450029_R05C01,60.33
206462450029_R06C01,65.57
206462450029_R07C01,33.73
206462450029_R08C01,39.99
206462450030_R01C01,48.5
206462450030_R02C01,52.47
206462450030_R03C01,43.12
206462450030_R04C01,56.56
206462450030_R05C01,58.81
206462450030_R06C01,57.73
206462450030_R07C01,32.04
206462450030_R08C01,60.93
206462450048_R01C01,37.56
206462450048_R02C01,43.93
206462450048_R03C01,63.03
206462450048_R04C01,56.2
206462450048_R05C01,67.1
206462450048_R06C01,64.14
206462450048_R07C01,68.71
206462450050_R01C01,46.72
206462450050_R02C01,50.8
206462450050_R03C01,45.3
206462450050_R04C01,57.74
206462450050_R05C01,73.88
206462450050_R06C01,54.85
206462450050_R07C01,40.77
206462450050_R08C01,54
206462450053_R01C01,43.89
206462450053_R02C01,58.85
206462450053_R03C01,28.94
206462450053_R04C01,29.82
206462450053_R05C01,40.27
206462450053_R06C01,52.8
206462450053_R07C01,42.77
206462450053_R08C01,42.1
206462450065_R01C01,47.39
206462450065_R02C01,87.3
206462450065_R03C01,54.85
206462450065_R04C01,46.3
206462450065_R05C01,63.27
206462450065_R06C01,27.24
206462450065_R07C01,41.82
206462450065_R08C01,51.63
206462450091_R01C01,31.52
206462450091_R02C01,42.58
206462450091_R03C01,48.38
206462450091_R04C01,41.09
206462450091_R05C01,65.14
206462450091_R06C01,48.42
206462450091_R07C01,45.78
206462450091_R08C01,75.47
206462450100_R01C01,69.69
206462450100_R02C01,66.77
206462450100_R03C01,60.88
206462450100_R04C01,64.49
206462450100_R05C01,64.99
206462450100_R06C01,49.66
206462450100_R07C01,43.31
206462450100_R08C01,40.39
206462450107_R01C01,59.29
206462450107_R03C01,54.95
206462450107_R04C01,78.58
206462450107_R05C01,73.16
206462450107_R06C01,58.7
206462450107_R07C01,37.73
206462450107_R08C01,68.08
206462450111_R01C01,51.72
206462450111_R02C01,36.5
206462450111_R03C01,43.01
206462450111_R04C01,55.82
206462450111_R05C01,67.55
206462450111_R06C01,81.79
206462450111_R07C01,50.12
206462450111_R08C01,57.2
206462450114_R01C01,35.84
206462450114_R02C01,53.33
206462450114_R03C01,33.58
206462450114_R04C01,77.77
206462450114_R05C01,46.11
206462450114_R06C01,43.49
206462450114_R07C01,59.83
206462450114_R08C01,57.44
206462450115_R01C01,75
206462450115_R02C01,56.97
206462450115_R03C01,45.02
206462450115_R04C01,38.1
206462450115_R05C01,40.36
206462450115_R06C01,62.18
206462450115_R07C01,55.37
206462450115_R08C01,56.24
206462450116_R01C01,41.96
206462450116_R02C01,24.78
206462450116_R03C01,23.92
206462450116_R04C01,73.7
206462450116_R05C01,48.4
206462450116_R06C01,35.57
206462450116_R08C01,49.16
206462450125_R01C01,31.79
206462450125_R02C01,49.68
206462450125_R03C01,52.73
206462450125_R04C01,56.05
206462450125_R05C01,82.04
206462450125_R06C01,42.81
206462450125_R07C01,31.74
206462450125_R08C01,70.16
206462450133_R01C01,44.29
206462450133_R02C01,48.81
206462450133_R03C01,49.39
206462450133_R04C01,58.39
206462450133_R05C01,45.47
206462450133_R06C01,39.68
206462450133_R07C01,50.43
206462450133_R08C01,30.14
206462450134_R01C01,25.25
206462450134_R02C01,52.61
206462450134_R03C01,70.63
206462450134_R04C01,46.97
206462450134_R05C01,62.22
206462450134_R06C01,68.41
206462450134_R07C01,49.48
206462450134_R08C01,39.71
206513960047_R01C01,63.28
206513960047_R02C01,54.12
206513960047_R03C01,66.6
206513960047_R04C01,44.97
206513960047_R05C01,42.49
206513960047_R06C01,64.82
206513960047_R08C01,59.09
206513960112_R01C01,54.43
206513960112_R02C01,60.68
206513960112_R03C01,47.75
206513960112_R04C01,34.19
206513960112_R05C01,53.55
206513960112_R06C01,60.12
206513960112_R07C01,65.27
206513960112_R08C01,46.37
206514240001_R01C01,34.52
206514240001_R02C01,53
206514240001_R03C01,29.4
206514240001_R04C01,48.9
206514240001_R05C01,48.23
206514240001_R06C01,66.55
206514240001_R07C01,55.19
206514240001_R08C01,44.87
206514240005_R03C01,80.3
206514240005_R04C01,63.56
206514240005_R05C01,54.07
206514240005_R06C01,54.22
206514240005_R07C01,68.75
206514240005_R08C01,45.67
206514240023_R01C01,52.62
206514240023_R02C01,55.61
206514240023_R03C01,26.15
206514240023_R04C01,63.14
206514240023_R05C01,51.54
206514240023_R06C01,55.94
206514240023_R07C01,56.46
206514240028_R01C01,49.34
206514240028_R02C01,44.78
206514240028_R03C01,50.32
206514240037_R01C01,46.76
206514240037_R02C01,32.37
206514240037_R03C01,80.02
206514240037_R04C01,56.75
206514240037_R05C01,43.71
206514240037_R06C01,40.46
206514240037_R07C01,57.86
206514240037_R08C01,62.68
206514240040_R04C01,32.61
206514240042_R01C01,57.34
206514240042_R02C01,41.27
206514240042_R03C01,29.37
206514240042_R04C01,52.68
206514240042_R05C01,36.99
206514240042_R06C01,67.44
206514240042_R07C01,49.95
206514240042_R08C01,71.64
206514240049_R01C01,43.78
206514240049_R02C01,57.5
206514240049_R03C01,56.84
206514240049_R04C01,59.1
206514240049_R05C01,54.46
206514240049_R06C01,60.99
206514240049_R07C01,55.49
206514240049_R08C01,42.08
206514240056_R01C01,41.39
206514240056_R02C01,60.83
206514240056_R03C01,70.71
206514240056_R04C01,54.02
206514240056_R05C01,74.31
206514240056_R06C01,58.94
206514240056_R07C01,49.01
206514240056_R08C01,38.9
206514240057_R01C01,52.65
206514240057_R02C01,43.09
206514240057_R03C01,52.34
206514240057_R04C01,62.09
206514240057_R05C01,41.42
206514240057_R06C01,74.9
206514240057_R07C01,45.67
206514240057_R08C01,78.78
206514240066_R01C01,71.04
206514240066_R02C01,52.37
206514240066_R03C01,65.45
206514240066_R04C01,44.15
206514240066_R05C01,26.94
206514240066_R06C01,34.76
206514240066_R07C01,47.97
206514240066_R08C01,34.67
206514240067_R01C01,64.4
206514240067_R02C01,51.49
206514240067_R03C01,61.5
206514240067_R04C01,32.32
206514240067_R05C01,49.59
206514240067_R06C01,38.82
206514240067_R07C01,40.77
206514240067_R08C01,51.1
206514240073_R01C01,56.77
206514240073_R02C01,54.21
206514240073_R03C01,59.41
206514240073_R04C01,47.27
206514240073_R05C01,61.27
206514240073_R06C01,55.35
206514240073_R07C01,41.4
206514240073_R08C01,33.25
206514240076_R02C01,58.13
206514240076_R03C01,53.75
206514240076_R04C01,74.25
206514240076_R05C01,61.61
206514240076_R06C01,50.95
206514240076_R07C01,53.82
206514240076_R08C01,55.72
206514240077_R01C01,80.34
206514240077_R02C01,56.5
206514240077_R03C01,64.95
206514240077_R04C01,75.03
206514240077_R05C01,63.64
206514240077_R06C01,57.03
206514240087_R02C01,70.64
206514240088_R01C01,54.61
206514240088_R02C01,38.25
206514240088_R03C01,51.71
206514240088_R05C01,76.57
206514240088_R06C01,67.1
206514240088_R07C01,52.26
206514240088_R08C01,45.4
206514240090_R01C01,63.99
206514240090_R02C01,37.7
206514240090_R03C01,55.35
206514240090_R04C01,44.04
206514240090_R05C01,35.98
206514240090_R06C01,26.03
206514240090_R07C01,37.44
206514240090_R08C01,40.21
206514240091_R01C01,46.59
206514240091_R02C01,43.94
206514240091_R03C01,41.02
206514240091_R04C01,47.09
206514240091_R05C01,61.01
206514240091_R06C01,71.69
206514240091_R07C01,44.34
206514240091_R08C01,60.45
206514240095_R01C01,62.7
206514240095_R02C01,46.94
206514240095_R03C01,61.93
206514240095_R04C01,59.89
206514240095_R05C01,74
206514240095_R06C01,71.01
206514240095_R07C01,30.18
206514240095_R08C01,68.61
206514240102_R01C01,42.28
206514240102_R02C01,47.72
206514240102_R03C01,56.27
206514240102_R04C01,44.24
206514240102_R05C01,33.24
206514240102_R06C01,39.23
206514240102_R07C01,44.35
206514240102_R08C01,33.16
206514240103_R01C01,50.23
206514240103_R02C01,64.89
206514240103_R03C01,35.79
206514240103_R04C01,48.76
206514240103_R05C01,29.49
206514240103_R06C01,63.49
206514240103_R07C01,58
206514240105_R01C01,56.57
206514240105_R02C01,51.53
206514240105_R03C01,67.67
206514240105_R04C01,59.74
206514240105_R05C01,54.22
206514240105_R06C01,61.59
206514240105_R07C01,24.66
206514240105_R08C01,77.04
206514240108_R01C01,70.79
206514240108_R02C01,52.38
206514240108_R03C01,40.21
206514240108_R04C01,41.2
206514240108_R05C01,60.67
206514240108_R06C01,57.73
206514240108_R07C01,42.1
206514240108_R08C01,52.01
206514240112_R01C01,61.54
206514240112_R02C01,57.8
206514240112_R03C01,55.72
206514240112_R04C01,60.28
206514240112_R05C01,78.8
206514240112_R06C01,59.04
206514240112_R07C01,49.75
206514240112_R08C01,39.3
206514240118_R01C01,51.16
206514240118_R02C01,57.59
206514240118_R03C01,71.98
206514240118_R04C01,60.42
206514240118_R05C01,60.45
206514240118_R06C01,28.69
206514240118_R07C01,23.29
206514240118_R08C01,71.19
206514240125_R01C01,72.94
206514240125_R02C01,80.72
206514240125_R03C01,75.62
206514240125_R04C01,40.13
206514240125_R05C01,56.91
206514240125_R06C01,68
206514240125_R07C01,55.18
206514240125_R08C01,60.61
206514240133_R01C01,63.72
206514240133_R02C01,64.95
206514240133_R03C01,51.75
206514240133_R04C01,50.28
206514240133_R05C01,64.49
206514240133_R07C01,47.07
206514240133_R08C01,66.88
206514240134_R01C01,43.86
206514240134_R02C01,65.69
206514240134_R03C01,44.08
206514240134_R04C01,34.6
206514240134_R05C01,36.76
206514240134_R06C01,54.25
206514240134_R07C01,64.78
206514240134_R08C01,56.93
206514240146_R01C01,64.34
206514240146_R02C01,70.26
206514240146_R03C01,61.05
206514240146_R04C01,61.47
206514240146_R05C01,68.02
206514240146_R06C01,50.89
206514240146_R07C01,66.79
206514240146_R08C01,79.74
206514240149_R01C01,51.57
206514240149_R02C01,43.55
206514240149_R03C01,44.09
206514240149_R04C01,61.35
206514240149_R05C01,62.69
206514240149_R06C01,52.68
206514240149_R07C01,55.66
206514240149_R08C01,34.09
206514240154_R01C01,61.62
206514240154_R02C01,51.26
206514240154_R03C01,56.58
206514240154_R04C01,71.12
206514240154_R05C01,41.44
206514240154_R06C01,67.98
206514240154_R07C01,67.8
206514240154_R08C01,57.87
206514240158_R01C01,47.69
206514240158_R02C01,49.68
206514240158_R03C01,53.6
206514240158_R04C01,76.02
206514240158_R05C01,35.18
206514240159_R01C01,45.28
206514240159_R02C01,33.71
206514240159_R03C01,77.67
206514240159_R04C01,43.66
206514240159_R05C01,51.33
206514240159_R06C01,62.51
206514240159_R07C01,47.71
206514240159_R08C01,63.18
206514240160_R01C01,63.93
206514240160_R02C01,58.78
206514240160_R03C01,32.32
206514240160_R04C01,60.44
206514240160_R05C01,28.64
206514240160_R06C01,55.55
206514240160_R07C01,33.61
206514240160_R08C01,35.22
206514240162_R01C01,47.25
206514240162_R02C01,60.17
206514240162_R03C01,37.76
206514240162_R04C01,58.75
206514240162_R05C01,65.5
206514240162_R06C01,53.32
206514240162_R07C01,41.67
206514240162_R08C01,72.89
206514240172_R01C01,50.1
206514240172_R02C01,51.5
206514240172_R03C01,44.54
206514240172_R04C01,57.62
206514240172_R05C01,65.64
206514240172_R06C01,52.42
206514240172_R07C01,71.86
206514240172_R08C01,70.07
206514240173_R03C01,24.08
206514240173_R04C01,38.55
206514240174_R01C01,52.27
206514240174_R02C01,63.56
206514240174_R06C01,63.34
206514240174_R08C01,43.03
206514250002_R01C01,58.81
206514250002_R02C01,49.8
206514250002_R03C01,53.01
206514250002_R04C01,50.79
206514250002_R05C01,31.82
206514250002_R06C01,66.94
206514250002_R07C01,66.25
206514250002_R08C01,46.98
206514250009_R01C01,58.23
206514250009_R02C01,59.07
206514250009_R03C01,43.92
206514250009_R04C01,53.51
206514250009_R05C01,52.02
206514250009_R06C01,45.04
206514250009_R07C01,54.35
206514250009_R08C01,34.2
206514250015_R01C01,42.5
206514250015_R02C01,45.97
206514250015_R03C01,44.98
206514250015_R04C01,63.07
206514250015_R05C01,44.87
206514250015_R06C01,37.44
206514250015_R07C01,50.43
206514250015_R08C01,37.24
206514250021_R01C01,46.1
206514250021_R02C01,49.26
206514250021_R03C01,74.65
206514250021_R04C01,46.15
206514250021_R05C01,57.98
206514250021_R06C01,82.74
206514250021_R07C01,40.22
206514250021_R08C01,49.13
206514250027_R01C01,76.81
206514250027_R02C01,49.82
206514250027_R03C01,46.64
206514250027_R04C01,57.98
206514250027_R05C01,35.59
206514250027_R06C01,40.87
206514250027_R07C01,62.82
206514250027_R08C01,46.86
206514250031_R01C01,30.84
206514250031_R02C01,60.04
206514250031_R03C01,61.6
206514250031_R04C01,68.7
206514250031_R05C01,73.58
206514250031_R06C01,38.45
206514250031_R07C01,24.32
206514250031_R08C01,35.1
206514250032_R01C01,60.16
206514250032_R02C01,59.73
206514250032_R03C01,62.12
206514250032_R04C01,65.03
206514250032_R05C01,66.74
206514250032_R06C01,57.85
206514250032_R07C01,45.1
206514250032_R08C01,31.47
206514250034_R02C01,54.35
206514250034_R03C01,66.92
206514250034_R04C01,57.4
206514250034_R05C01,49.3
206514250034_R06C01,57.5
206514250034_R07C01,56.57
206514250035_R02C01,45.49
206514250035_R03C01,60.5
206514250035_R04C01,40.98
206514250035_R05C01,49.93
206514250035_R06C01,43.91
206514250035_R07C01,42.39
206514250035_R08C01,73.12
206514250044_R01C01,44.16
206514250044_R02C01,24.53
206514250044_R03C01,30.77
206514250044_R04C01,61.75
206514250044_R05C01,49.79
206514250044_R06C01,37.88
206514250044_R07C01,53.64
206514250044_R08C01,51
206514250048_R01C01,47.73
206514250048_R02C01,48.38
206514250048_R03C01,80.32
206514250048_R04C01,59.56
206514250048_R05C01,62.49
206514250048_R06C01,53.05
206514250048_R07C01,64.42
206514250048_R08C01,69.51
206514250053_R01C01,70.5
206514250053_R02C01,54.37
206514250053_R03C01,59.59
206514250053_R04C01,48.47
206514250053_R05C01,49.93
206514250053_R06C01,64.64
206514250053_R07C01,72.75
206514250053_R08C01,73.47
206514250059_R01C01,38.36
206514250059_R02C01,39.83
206514250059_R03C01,57.84
206514250059_R04C01,28
206514250059_R05C01,49.45
206514250059_R06C01,72.29
206514250059_R07C01,60.95
206514250059_R08C01,37.39
206514250061_R01C01,70.79
206514250061_R02C01,60.53
206514250061_R03C01,59.58
206514250061_R04C01,39.9
206514250061_R05C01,56.06
206514250061_R06C01,62.89
206514250061_R07C01,66.87
206514250061_R08C01,67.43
206514250063_R01C01,38.3
206514250063_R02C01,40.29
206514250063_R03C01,45.88
206514250063_R04C01,55.64
206514250063_R05C01,29.47
206514250063_R06C01,37.21
206514250063_R07C01,62.12
206514250063_R08C01,50.97
206514250067_R01C01,63.84
206514250067_R02C01,56.72
206514250067_R03C01,71.12
206514250067_R04C01,55.54
206514250067_R05C01,59.89
206514250067_R06C01,58.58
206514250067_R07C01,30.04
206514250067_R08C01,54.26
206514250071_R01C01,68.88
206514250071_R02C01,63.54
206514250071_R03C01,53.94
206514250071_R05C01,41.56
206514250071_R06C01,42.43
206514250071_R07C01,55.24
206514250071_R08C01,55.03
206514250073_R01C01,63.87
206514250073_R02C01,36.53
206514250073_R03C01,50.57
206514250073_R04C01,48.01
206514250073_R05C01,73.94
206514250073_R06C01,53.93
206514250073_R07C01,65.68
206514250073_R08C01,43.17
206514250076_R01C01,74.04
206514250076_R02C01,56.74
206514250076_R03C01,59.71
206514250076_R04C01,67.95
206514250076_R05C01,54.75
206514250076_R06C01,61.42
206514250076_R07C01,55.31
206514250076_R08C01,60.87
206514250079_R01C01,50.16
206514250079_R03C01,66.53
206514250079_R04C01,53.48
206514250079_R05C01,55.84
206514250079_R06C01,33.8
206514250079_R07C01,38.04
206514250079_R08C01,69.58
206514250085_R01C01,63.6
206514250085_R02C01,81.49
206514250085_R03C01,66.87
206514250085_R04C01,45.73
206514250085_R05C01,58.31
206514250085_R06C01,57.38
206514250085_R07C01,66.07
206514250085_R08C01,67.78
206514250093_R01C01,76.18
206514250093_R02C01,50.71
206514250093_R03C01,61.73
206514250093_R04C01,63.73
206514250093_R05C01,61.8
206514250093_R06C01,72.61
206514250093_R07C01,59.77
206514250093_R08C01,67.53
206517570010_R01C01,64.24
206517570010_R02C01,39.4
206517570010_R03C01,34.39
206517570010_R04C01,54.97
206517570010_R05C01,44.98
206517570010_R06C01,49.6
206517570010_R07C01,43.75
206517570010_R08C01,38.97
206517570013_R01C01,52.61
206517570013_R02C01,27.88
206517570013_R03C01,41.25
206517570013_R04C01,52.08
206517570013_R05C01,49.08
206517570013_R06C01,55.54
206517570013_R07C01,67.66
206517570013_R08C01,64.69
206517570015_R01C01,60.48
206517570015_R02C01,48.45
206517570015_R03C01,54.24
206517570015_R04C01,59.97
206517570015_R05C01,63.7
206517570015_R06C01,51.94
206517570015_R07C01,34.51
206517570015_R08C01,67.78
206517570020_R01C01,46.46
206517570020_R02C01,23.3
206517570020_R03C01,51.88
206517570020_R04C01,36.59
206517570020_R05C01,53.04
206517570020_R06C01,43.62
206517570020_R07C01,59.15
206517570020_R08C01,79.27
206522570009_R01C01,72.76
206522570009_R02C01,56.25
206522570009_R03C01,24.31
206522570009_R04C01,75.27
206522570009_R05C01,34.3
206522570009_R06C01,67.72
206522570009_R07C01,50.91
206522570009_R08C01,39.15
206522570014_R01C01,42.07
206522570014_R02C01,41.09
206522570014_R03C01,56.99
206522570014_R04C01,59.41
206522570014_R05C01,42.13
206522570014_R06C01,55.52
206522570014_R07C01,50.39
206522570014_R08C01,51.5
206522570019_R01C01,53.29
206522570019_R02C01,59.22
206522570019_R03C01,37.06
206522570019_R04C01,68.76
206522570019_R05C01,47.92
206522570019_R06C01,83.64
206522570019_R07C01,61.96
206522570019_R08C01,36.79
206522570021_R01C01,33.27
206522570021_R02C01,44.86
206522570021_R03C01,53.73
206522570021_R04C01,46.91
206522570021_R05C01,63.69
206522570021_R06C01,28.15
